id,text,sentiment,human_sentiment
670,Strategic steps towards Full-Time #Trading http://t.co/JH7BMS1Kgb  #stocks #futures #forex #trader #es  #baba #aapl #gpro #fb #eem #eSignal,0,neutral
671,Is #Apple Inc. Losing the $5 Billion Ed-Tech Market? | The Motley Fool #aapl http://t.co/bIz7kKXY2t,0,neutral
672,Here's Apple's Next Great Business (AAPL) http://t.co/Crci4dHH39 #InvestWall #AAPL,1,positive
673,"that was terrifying, suck my ass @apple",-1,negative
674,16GB @Apple #iPad Air 2 Retina WiFi Tablet $400 + Free Shipping via #EBAY http://t.co/TrkYuoYew7 #CyberMonday #firstworldproblems,0,neutral
675,@Tyniaaaa_  FUCK @JColeNC  and @apple,-1,negative
676,"@ATTCares @senisbs Wireless Family Share plan, one line upgrade just killed my discount. Not sure it was mentioned on @Apple pre-order page.",-1,negative
677,"RT @BrandFuel: So, Which #PromoProduct suppliers carry brandable @Apple compliant adapters? #HeadsAreGoingToRoll #MFi",0,neutral
678,really @apple? your search tool is USELESS. nut kicks http://t.co/KQH02bePBu,-1,negative
679,RT @bchmura12: .@apple you suck,-1,negative
680,A Orwellian vision of the world once @Apple Pay takes over by @Chris_Skinner http://t.co/oEdBHAki1Z,0,neutral
681,My Iphone just autocorrected believe to beiber. @apple how hard do you guys need to give it up?,-1,negative
682,MacBook Pro 13in Unboxing: http://t.co/F3IM9YbpxF via @youtube @apple #macbook #macbookpro #startup #hipster #unboxing,0,neutral
683,@apple really needs to do something about these bullshit cords,-1,negative
684,#Apple admits it deleted songs purchased through competing stores from iPods ... - http://t.co/5YDlxI8TJ5 #AAPL #RealNetworks,-1,negative
685,GVA lounge: in sight 6 Macs and 3 PCs + undetermined number of iPxs! #AAPL,0,neutral
686,"Washed my earphones by accident, still works. Thank you @apple , actually did something good",1,positive
687,Apple Transitions 'Find My iPhone' Web Maps for http://t.co/cCJwa5Q7AV From Google to Apple [iOS Blog] http://t.co/AFsiwXv6pg #AAPL,0,neutral
688,What's at the core of @Apple's new #iOS7? Excellent updates for your phone's #mobilesecurity. #McAfee - http://t.co/pVo68ZVdq4,1,positive
689,"JMP Securities Thinks #Apple, Inc. Is Going to $150: Time to Sell? | The Motley Fool #aapl http://t.co/LpjS6iyh0I",0,neutral
690,"Gotta love the Genius Bar @ @apple!! Thanks for your help Alex!! @ Apple Store, Suburban Square http://t.co/OLfpZ8m9qX",1,positive
691,over 1 hour on hold with @apple customer service trying to figure their messup o http://t.co/E5gCvoJTPO,-1,negative
692,Comparison between @apple maps and @google maps: http://t.co/FyzGWVm6NR #longreads #webdesign,0,neutral
693,What the hell is this @apple @WhatsApp #glitches http://t.co/iKuRl4iUOE,-1,negative
694,Apple again orders app developer to remove a useful and popular feature http://t.co/aJ2obsNjd1 via @Appy_Geek @apple dictatorship!,0,neutral
695,"Our first ever #OnFoodableWeekly! Much to discuss on this episode! @apple pay, @habitburger , Fast Casual #Pizza http://t.co/bR8FfNd9Ga",0,neutral
696,The new @Apple iPad Air 2: Change. http://t.co/90CNf5S654,0,neutral
697,5 Unfiltered Quotes From #Apple Co-Founder Steve #Wozniak #aapl #woz  http://t.co/ASTCna26PQ,0,neutral
698,Here's @Apple's next great #business! What will be Apple's primary source of revenue in 2015? http://t.co/Y6gvYZcYHp #service #company,0,neutral
699,#AAPL:Here's why Apple shares will reach $135: Analyst...http://t.co/KTqY2USXRh,0,neutral
700,"Why Morgan Stanley Is Negative On Apple And The Tech Sector $AAPL #aapl
http://t.co/wARhEy9ueH",0,neutral
701,@QuentinNield @Apple I need to reinstall on my Apple iPad 2,0,neutral
702,.@Apple Store is coming to Brooklyn http://t.co/sD7pb4OUcB,0,neutral
703,RT @WeeWiii: Wtf @apple y'all shit be cheap. http://t.co/jeOimq3HNA,-1,negative
704,s/o @apple for this really great charger that works so well! #not,-1,negative
705,@tim_cook @Apple FIX MY PHONE,-1,negative
706,OR @phone OR @apple I FUCKING HATE YHIS OHONE OMG IM SO EMBARRASSED,-1,negative
707,All of my apple product chargers look like that RT @LunchGod: Theyre not RT @Naivana_: You gotta be kidding me @apple http://t.co/4lXkHinwd2,-1,negative
708,Cyndi Lauper and Cinna- my big ask* phone on TV @apple #iphone6plus @ Rockefeller Center http://t.co/xk2u5vzaBE,0,neutral
709,"@jakeflem @Apple But it won't fix the problem for good, could back and you might have to change the logic board, check with  Apple Genius :(",-1,negative
710,@apple need to sort this b*llshit out with safari in Yosemite! 'Safari can not find server' #apple #macbook #YosemiteProblems #Yosemite,-1,negative
711,@Apple are you doing 12 Days of Gifts again?,0,neutral
712,RT @jgreerthaatruth: Done with this iPhone 6 plus Apple or sprint giving me my bread back. Trash ass phone full of fuck ups @sprint @apple,-1,negative
713,Bring back the tap to tweet @apple @twitter,0,neutral
714,"@Apple ay cuhz step your shit up,have a good phone with a real charger ready by february or we outro",-1,negative
715,It's been over a month of store visits and calls and still my iPhone doesn't receive texts from non @apple or @ATTCares customers #fail,-1,negative
716,Survey feedback on @Apple iWatch positioning as a fashion accessory over geek-centric gadget http://t.co/33xSmA4r9J http://t.co/LrpnZNR4rY,0,neutral
717,#AAPL:PM Abe says Apple to build technical center in Japan...http://t.co/DeavV9AYMk,0,neutral
718,Is Apple The Most Important Stock On Earth?  http://t.co/pKWn6E56PU #aapl http://t.co/gKVmw9wjVD,0,neutral
719,@alharding if only @apple had robots reviewing apps!,0,neutral
720,"@Apple patents system that changes the position of an iPhone mid-air
http://t.co/7S343PHPEb #Yay",0,neutral
721,"This iPhone 6 battery isn't as good as you claim, @apple",-1,negative
722,Apple's PT raised by Barclays to $140.00. overweight rating. http://t.co/Wcq9xY6Kor $AAPL #AAPL via @RatingsNetwork,0,neutral
723,"#CondoSeniors said @Apple needs to supply condo with dedicated tech. So many issues with iphone, imac, ipads warrants it. Tech will eat well",-1,negative
724,Apple Inc heads to trial over digital music claims http://t.co/ojTt06NJ5r #AAPL,0,neutral
725,"#Robots #fabricando #iPhone, #iPad Pro, @Apple [#Apple] Watch, Apple TV y el #.... (#Sunday, 7 #December) http://t.co/TzzREU7NCt",0,neutral
726,@Apple I'd like to see emojis that look like me,0,neutral
727,The #AppleWatch And Its $11 Billion Impact On Earnings In One Year #AAPL http://t.co/OUZBVanyRh,0,neutral
728,"@Apple, how does the word 'demographic' not have any synonyms attached in your dictionary application #incompetence",-1,negative
729,"@Apple seems to be nailing it with @applepay, building on their success &amp; brand http://t.co/za9T4z6xRN #AppleID #NoMorePaywords",1,positive
730,"Yes @apple, now is a perfect time to lock my screen and install a software update without asking. #not",-1,negative
731,#Jobs Said #Apple Took Pains to Protect Record Contracts #SteveJobs #aapl http://t.co/5PlKs2LRTT,0,neutral
732,RT @dmcgroarty: RT @MetalBanker - Where do #iPhones come from? What's in your @Apple  #RareEarths http://t.co/KuMCbKMREV,0,neutral
733,"Happy Monday! My camera on my fancy @Apple #iPhone6Plus suddenly stopped working this weekend, so instead - I meme. http://t.co/Mb067jv5SD",-1,negative
734,RT @thehill: .@Apple CEO @tim_cook visits @WhiteHouse http://t.co/O5dYvVi0I1 by @JMHattem,0,neutral
735,Just used Apple Pay for the first time thanks @apple,1,positive
736,#AAPL:Apple's Eddy Cue Talks About Price-Fixing On E-Books: He'd 'Do It Agai...http://t.co/mSC8uepzPn,0,neutral
737,@stevewoz @apple this one got by me patent for apple anti gravity phone includes predictive programing. On drops http://t.co/eYM07DIqTY,0,neutral
738,I've Abandoned #iTunes And I'm Never Going Back Because #GoogleMusic Is So Much Better #aapl #goog http://t.co/dp6pTxrTvp,-1,negative
739,why is there no black heart emoji @apple,-1,negative
740,"RT @ColdDimSum: Too much completely broken shit in the world, fucks sake. (And Fuck You @Apple for the bullshit 'autocorrects')",-1,negative
741,// when i have gone through 6 iphone chargers in the past montht hank s @apple,-1,negative
742,Fucka de you @apple,-1,negative
743,"@apple Hi! A few days ago I purchase 2 ringtones and non of them appear on my phone or purchased, but they appear in my credit card",-1,negative
744,@JustinRaimondo @TeamCavuto @Apple This is #morphing into actions against police as Praetorian Guards working for the unaware rich.,0,neutral
745,Nigga my phone has froze 3 times today &amp; it's not even 11 am tf @Apple,-1,negative
746,"@marxculture @AppleUK_  Thanks, I'll keep it in mind. Tho, I've lately been so unhappy with everything @apple that I'm moving away from them",-1,negative
747,Anti-trust expert Peter Carstensen of @WisconsinLaw can discuss @Apple #antitrust case in California federal court http://t.co/LClHnQMOKf,0,neutral
748,@Apple your new ad is fucking racist against the #french,-1,negative
749,Almost want back to an android because why won't Apple have torrent?@apple,-1,negative
750,I had the Facebook app but my dumbass deleted it and now I can't redownload cause it says I need iOS7 suck my fucking ass @apple,-1,negative
751,@apple fix os x please.,-1,negative
752,"Five Apple predictions for 2015 $AAPL #aapl
http://t.co/5y58wpQ3nf",0,neutral
753,"#Verr?cktes #Ger?cht: #iPhone6s zum @Apple [#Apple] Watch. (#Wednesday, 3 #December) http://t.co/scANaAuNPe",0,neutral
754,#Apple Patents Method to Make #iPhones Fall Like a Cat #aapl http://t.co/ZrkJVUqK2E,0,neutral
755,"If @apple made tape dispensers and staplers, I would be all set! http://t.co/7Te2eBic10",0,neutral
756,"@apple but i can't use the component on my tcp install disc, due to the stupid os update. so now i have to pay 20 bucks to re-download it?!",-1,negative
757,@Apple yo this Genius Bar shit is worst than the dmv get it the fuck together,-1,negative
758,"Dear @Apple, I've been an Apple user for over 20 years and can't remember a bug like this current Safari on. #fixit! http://t.co/6AlSsd6igw",-1,negative
759,@Apple @ibmbizanalytics MobileFirst enterprise collaboration online. Game changer? #doclens http://t.co/FsOvxCiit5 http://t.co/qwCUhsq57u,0,neutral
760,"Apple Campus 2 Event Space Costing Apple $161 Million, Fitness Center Priced at $74 Million [iOS Blog] http://t.co/zFCTltByvC #AAPL",0,neutral
761,Did you notice that @Apple apps now say 'Get' instead of 'Free'? This change was due to alleged misleading labeling. http://t.co/In8SIkR1Qp,-1,negative
762,Anyone else notice the arm hair color of the Fallon/Timberlake hand models is backwards in the @apple iPhone gaming spot?,0,neutral
763,PRINCIPLED TRUTHS: Eddy Cue Talks to Fortune as Apple Appeals E-Book Price-Fixing Judgment. #AAPL... http://t.co/1AMKTIeKys,0,neutral
764,"#AAPL:iPad Mini 3 vs Sony Xperia Z3 Tablet Compact: Step Aside Sony, Apple S...http://t.co/85qGEiH7LO",0,neutral
765,@apple y'all should put the apple symbol into the home button on yalls next device,0,neutral
766,Ayyy my fourth phone charger this week broke today @apple fuck you,-1,negative
767,"@MhDaDon @Apple def gotta have it, I don't even like watches",1,positive
768,@sammcmanusss @Apple idk it just happend though,0,neutral
769,@BedBathBeyond I could of just gone to Canal Street for a knockoff #CmonMan And @apple Why must I pay $30 for a lightning cord?,-1,negative
770,Did #Apple drop #Google Maps for good? #Apple Maps now rolling out on http://t.co/XY9a70LqGU - http://t.co/FoCf495udZ #AAPL,0,neutral
771,"RT @JPDesloges: Apple iPhone 6, 6 Plus and Retina iMac ship times improve in time for holidays  $AAPL #aapl
http://t.co/4gCAZ9UiKW",1,positive
772,@Amy_Mc blame @apple and their rubbish memory on my phone,-1,negative
773,Top Expert Consensus for $AAPL is Moderate Buy https://t.co/fVKriCdeDZ #NASDAQ #stocks #AAPL,0,neutral
774,@calemcmartin blame @apple,-1,negative
775,Love the new @apple @ipadair_2 TV spot - http://t.co/nW7a6iXsjE,1,positive
776,WHY DO I HAVE 5 GROUP MESSAGES WITH THE SAME PEOPLE. @apple,0,neutral
777,"#Apple #AAPL Plans to Launch #iPhone6Mini Version in 2015 - Dec 8, 2014 - http://t.co/9vQBCn64Qr http://t.co/EAxUGfqKqo via @ZacksResearch",0,neutral
778,@ABillaut @VaynerMedia @Apple Thanks so much!,1,positive
779,"Steve Hayman, @Apple National Consulting Engineer, presents on app development at #umich. http://t.co/51yinIrNoc",0,neutral
780,So got the new #iphone6 and growing to love it. A bit bulky coming from the iphone5 but nice feel thanks @apple now waiting for #applewatch,1,positive
781,"Dude, @apple is all over the marketing for beats. They have a great marketing team at apple.",1,positive
782,"Good grief, @Apple, could you all have a more sucky hold music queue playlist? No offense, but, ewwwwww! Johnny Cash into a rap song? Gross",-1,negative
783,"@ggheorghiu, @mhmcquiston's solution is offering an integration suite, something like @apple's approach",0,neutral
784,"ICYMI: iPads are Changing the Way Children Learn in the Classroom http://t.co/ml73T97RBG #Education, #Tech, @Apple, @BoyneCityPS",0,neutral
785,There is nothing in life more fragile than an Apple branded lightning cord. @Apple,-1,negative
786,Photo: Amazing customer service today @Apple. UTC store. I worked form the store for several hours on... http://t.co/9tLhm3p2z6,1,positive
787,"RT @WildJazie: Does anyone know if theres a #smartwatch  with a old fashioned clock face? 
Grandma needs a watch. @Samsung  @apple @mota",0,neutral
788,my computers so slow right now its making me want to shoot someone its a god dam mac i shouldnt hav 2 deal with this! @Apple,-1,negative
789,And they ain't open till 8 to help me so I can't even contact anyone for the shoot now @apple u can suck multiple digs. Whack,-1,negative
790,RT @keelzy: I HAVE BEEN THROUGH ABOUT 18 IPHONE 5 CHARGERS @apple @stevejobs @WTF @!!!!!!!!!!!! @notcool,-1,negative
791,@SimplyYours_Joh @ScarFaceSheed_ @JColeNC @Apple I told him that but he's crazy,0,neutral
792,"Apple Plans to Launch iPhone 6 Mini Version in 2015 $AAPL #aapl
http://t.co/BPlf0dCyvK",0,neutral
793,@apple You know your iPhone is fucked when the lettering on the screen goes back-to-front..,-1,negative
794,@OneRepublic @Apple Pleaseeeeeeeeee,0,neutral
795,"Report: Apple's Hiring Fashionistas To Help Flog Its Watch  $AAPL #aapl
http://t.co/uFZCW60Ocr",0,neutral
796,Steve Wozniak Discusses Apple's Early Days and Working with Steve Jobs [Mac Blog] http://t.co/iPnD6LD5ur #AAPL,0,neutral
797,@stevewoz @Outback Personally I am excited about @apple projects like 0 gravity and things in development even though  I only own iPod.,1,positive
798,@smileforgoogle @Apple yknow that time it restarted and then my phone got blue screen lol wtf,-1,negative
799,My phone is so shitty even the time freezes @Apple http://t.co/7Mh7RMlqFX,-1,negative
800,@OneRepublic @Apple You all are ready to go. #ColoradoLovesYou,1,positive
801,iOS 8.1 has fucked my battery life on my iPhone 6. Really starting to wonder if @apple has any quality control anymore. Wish I was on 8.01,-1,negative
802,"@Apple [#Apple] #is developing an #iPhone that fires LASER BEAMS to #map surroundings .... (#Monday, 8 #December) http://t.co/D78wUFxrkK",0,neutral
803,The Secret of Life from Steve Jobs in 46 Seconds. Some #motivation from the late CEO of @apple http://t.co/7UOYKec9YN,0,neutral
804,"@Apple [#Apple] #(AAPL) Plans to #Launch #iPhone6 Mini Version in #2015. (#Monday, 8 #December) http://t.co/s79PqzLbsg",0,neutral
805,@deet @Apple I'm a rebel (sometimes aka a Luddite).  :p  :),0,neutral
806,second phone charger broke in two weeks @apple i hate you,-1,negative
807,"IPhone6 has too many issues,  why tf is the earphone plug in not working @apple u better fix this shit for free.",-1,negative
808,"RT @Vito_sfam: Hey @apple, the battery of my iPhone drops down like my cock when I see a gay porn on the xvideos' main page. Fix this shit!",-1,negative
809,RT @tra_hall: The JH Hines Staff with their newly issued @Apple #ConnectED Macbook and iPad mini #txed http://t.co/82YjiCJBxH #txed,0,neutral
