id,tweet_text,labeled_brand_or_product,detected_emotion,human_sentiment
2170,@mention Best thing I've heard at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.(@mention @mention #SXSWGOOD,iPad,Negative emotion,negative
2171,RT globalbestaward Holler Gram for iPad on iTunes Store: {link} via @mention all you #SXSW-sters great App from #MadebyMany,iPad or iPhone App,Positive emotion,positive
2172,"The next big thing? Hmmm. RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",Google,Positive emotion,positive
2173,"Could be big&gt;&gt;#Google to Launch Major New #Social Network Called #Circles, Possibly Today - {link} #tech #sxsw",,No emotion toward brand or product,neutral
2174,70% of mobile hits on Texas Tribune come from apple devices. Cor. Via Niran Babalola #sxsw,,No emotion toward brand or product,neutral
2175,"AOL, T-Mobile Launch 'Play' Android App {link} via @mention #sxsw",,No emotion toward brand or product,neutral
2176,Hey #nerdbird crew - grab our app and snap some freak pics! {link} #SXSW,,No emotion toward brand or product,neutral
2177,Success! Blah panel but found an open outlet to charge up the old iPad. #SxSW #fb,,No emotion toward brand or product,neutral
2178,Too quotable --&gt; RT ���@mention &quot;Apple is the most elegant fascist company in America.&quot; #flip-board #SXSW,Apple,Negative emotion,negative
2179,(-: Mashable! - The iPad 2 Takes Over SXSW [VIDEO] #ipad #sxsw #gadgets {link} {link},,No emotion toward brand or product,neutral
2180,@mention blogging from your iPad notes the next step. Hope you are having a great time. #SXSW,iPad,Positive emotion,positive
2181,Will somebody write an app that lets me consistently type &quot;SHIT&quot; on my goddamn iphone? Hey #sxsw ... jump on that.,iPhone,Negative emotion,negative
2182,"Post-Facebook Deal, #Beluga Gets A Final #SXSW Tune-Up {link} #tc #facebook #iphone",,No emotion toward brand or product,neutral
2183,"Post-Facebook Deal, Beluga Gets A Final SXSW Tune-Up {link} #beluga #Facebook #iphone #SXSW",,No emotion toward brand or product,neutral
2184,"Post-Facebook Deal, Beluga Gets A Final SXSW Tune-Up {link} #ButFacebook #FastSociety #iPhone #SXSW",,No emotion toward brand or product,neutral
2185,"Post-Facebook Deal, Beluga Gets A Final SXSW Tune-Up {link} #tc #beluga #facebook #iphone #sxsw",,No emotion toward brand or product,neutral
2186,@mention Booth 1406-1408 at #sxsw &amp; we have some great deals going on there to buy a juice pack and extend your iPhone battery life!,,No emotion toward brand or product,neutral
2187,"My wish, both for myself &amp; for boomers: stop disabling zoom on iPhone &amp; iPad apps! #sxsw yourmom",,No emotion toward brand or product,neutral
2188,Excited about #sxsw tomorrow! Leaving for Austin at 8am. Will see Google's @mention at 3:30pm. Still working my schedule.,Google,Positive emotion,positive
2189,Talking about bar codes and their use.  Google has an open source bar code API  that can be used for other devices. #SXSW #mobile,,No emotion toward brand or product,neutral
2190,Talking about iPad's usefulness for developers. We're not nerds at all. #sxsw,iPad,Positive emotion,positive
2191,We read about the Google Circles rumors today at #SXSW. What are your thoughts on it? Let us know! #LiptonSXSW {link} 18+,,No emotion toward brand or product,neutral
2192,"At: Left Brain Search = Google. Right Brain Search = X at SXSW.
{link} #SXSW #BetterSearch",,No emotion toward brand or product,neutral
2193,Come Celebrate Austin with Google and GSD&amp;M at SXSW - Hotpot Blog {link} #fb #sxsw,,No emotion toward brand or product,neutral
2194,Come celebrate w/ Charity Water tonight! (Google is throwin the party). Jump start your #sxsw week off right! studentsforcleanwater.org/rsvp,Google,Positive emotion,positive
2195,@mention Brian - Actually Austin doesn't have an Apple store but there is a rumor they built a pop up one {link}  for #SXSW,,No emotion toward brand or product,neutral
2196,Should I bring my iPad and MacBook Air OR just my Air on the #startupbus to #sxsw? #NYC,,No emotion toward brand or product,neutral
2197,The last broadcast OR Your mom has an iPad. #SXSW,,No emotion toward brand or product,neutral
2198,want Gun Bros for Android? want to play it on #XperiaPlay? Find me @mention for a download card #SXSW  {link},,No emotion toward brand or product,neutral
2199,Play Gun Bros on an xperia play at Google League event and parking lot of #teamandroid event on #xperiaplay Sunday #sxsw @mention,,No emotion toward brand or product,neutral
2200,Google Labs' Fusion Tables made Election Day Foursquare visualization possible #SXSW ^PR,Other Google product or service,Positive emotion,positive
2201,pubsubhubbub is an interesting way to cache some load off your web server {link} via @mention #fsw #sxsw,,No emotion toward brand or product,neutral
2202,I'm late but finally here at #gsdm #google #SXSW great surprise to b greeted by the lovely Lindsay stillman. Gonna b a good night.,Google,Positive emotion,positive
2203,"Everyone buy @mention an app for his new iPad on this day of his birth. Happy, happy. #SXSW #gsdm",iPad or iPhone App,Positive emotion,positive
2204,"Should I buy an iPad for @mention at the makeshift #sxsw Apple Store on launch day? Fuck no, I respect him too much... #wwsxsw",iPad,Negative emotion,negative
2205,"Everyone buying iPad 2's! I feel like a dinosaur with version, my blackberry and pc. Sxsw is like an Apple convention #sxsw",,No emotion toward brand or product,neutral
2206,Reminded by @mention abt the value of Google Zeitgeist {link} #sxsw,,No emotion toward brand or product,neutral
2207,"The walk by Lady Bird Lake was lovely, but Google Maps travel times are not to be trusted. #SXSW",Other Google product or service,Negative emotion,negative
2208,"&quot;...by the law of averages, better than Buzz&quot; RT @mention &quot;Google Circles will be ______ &quot;  #sxsw",,Positive emotion,positive
2209,{link} #TC #google #sxsw Marissa Mayer: 40% Of Google Maps Usage Is Mobile (And There Are 150 Million... {link},,No emotion toward brand or product,neutral
2210,Optimistic #Ohio #SXSW. Google pay per click management.   {link},,No emotion toward brand or product,neutral
2211,Wicked pic I got of @mention (Duncan Jones) before I got to shake his hand. #SXSW - {link},,No emotion toward brand or product,neutral
2212,Free music on iTunes! SXSW: Featured Artists - {link} #iTunes #SXSW,,No emotion toward brand or product,neutral
2213,"Awkward JC Penneys question asked to Marissa Mayer, apparently JC Penney locations are being re-routed to Macys in Google maps? #SXSW",,No emotion toward brand or product,neutral
2214,The ironic tee has been usurped by the iPad 2 as the hipster/geek/start-up chic fashion item at this year's #SXSW,iPad,Positive emotion,positive
2215,woohoo! cc: @mention @mention RT @mention Apple to Open Pop-Up Shop at #SXSW [REPORT] - {link},,No emotion toward brand or product,neutral
2216,Game logic! Agency behaviour! Monkey mind control! The Ogilvy #AUSXSW podcast from #SXSW Day One {link},,No emotion toward brand or product,neutral
2217,"Chris Sacca Tweets Out A Fake #SXSW Beta Invite, Follower Swarm Ensues - TechCrunch: Chris Sacca Tweets O... {link} #apple",,No emotion toward brand or product,neutral
2218,"Chris Sacca Tweets Out A Fake #SXSW Beta Invite, Follower Swarm Ensues {link}",,No emotion toward brand or product,neutral
2219,"Chris Sacca Tweets Out A Fake #SXSW Beta Invite, Follower Swarm Ensues {link} #ipad",,No emotion toward brand or product,neutral
2220,ipadi alacagimiz yer belli oldu:  Apple to Open Pop-Up Shop at Austin #SXSW {link} via @mention @mention,,I can't tell,neutral
2221,The iPad calendar = The Frankeninterface. Designed as one interface metaphor but uses another. #tapworthy #sxsw,,Negative emotion,negative
2222,"#SXSW #macallan A formula for a successful day at SXSW - good sessions, my iPad, and a glass of MacAllan single malt. {link}",iPad,Positive emotion,positive
2223,I knew Localmind by @mention was a hit. It's getting huge press at #SXSW. We reviewed it earlier here: {link} #localmind,,No emotion toward brand or product,neutral
2224,@mention Can not wait for #iPad 2 also. They should sale them down at #SXSW.,iPad,Positive emotion,positive
2225,"@mention can one of your shirts say #winning?! Rofl!!

#angrybirds #iPhone #iPad #SXSW",,No emotion toward brand or product,neutral
2226,@mention Can we make you an iPhone case with TTYE on it just in time for #sxsw? We want to show our support!,,No emotion toward brand or product,neutral
2227,"Bisot�� location @mention 06:10, 3/16 
Austin, TX, USA 
{link} 
#SXSW platform 2011 is killing... {link}",,No emotion toward brand or product,neutral
2228,"Music: Location, mobile recording, meet @mention - #ios and #android updates in time for #sxsw. {link}",,Positive emotion,positive
2229,RT NicoRiccelli: Google to Launch Major New Social Network Called Circles. {link}  #sxsw // Google denies this.,,No emotion toward brand or product,neutral
2230,"Clear +succinct visions make for great UX (think Apple, Google, Intuit)-we've seemed to forget the 'heart' of caring/purpose #sxsw #rhjr_ux5",,No emotion toward brand or product,neutral
2231,Open-source geo-hashing coming soon from @mention being used by @mention developers called S2 #SXSW,,No emotion toward brand or product,neutral
2232,"LiquidSpace Launches iPhone App, Mobile Marketplace for Workspace #sxsw | @mention {link}",,No emotion toward brand or product,neutral
2233,"#techcrunch #google Chris Sacca Tweets Out A Fake #SXSW Beta Invite, Follower Swarm Ensues: 
... {link} #facebook @mention",,No emotion toward brand or product,neutral
2234,Saw a bunch of security guards playing with iPads at the apple store after hours last night #sxsw {link},,I can't tell,neutral
2235,"The lawn chair: perfect for keyboards. That's Dan's, drummer for Mist Giant #sxsw Location: {link}    {link}",,No emotion toward brand or product,neutral
2236,"#sxsw #enchantment: @mention &quot;Do I get special treatment by Apple? No, I'm standing in line at Apple Store right with you.&quot;",,No emotion toward brand or product,neutral
2237,"#sxsw #enchantment: @mention &quot;It's like saying, please don't register. Just go to Google.&quot;  Hahah",,No emotion toward brand or product,neutral
2238,"#sxsw #enchantment: @mention &quot;Sell your dream. Steve Jobs doesn't say: iPhone is $188 of parts+AT&amp;T, made by ppl in suicidal Chinese",iPhone,Negative emotion,negative
2239,My Apple Charger Lanyard hack is getting rave reviews! :-) #MonksOfInvention #SxSW {link},,No emotion toward brand or product,neutral
2240,@mention check into some of the new chatting/texting startups that are coming out of #SXSW {link} (re:iphone chat client),,No emotion toward brand or product,neutral
2241,@mention check it. RT @mention #SXSW FREE App Festival Explorer: find the bands you want to see from your music tastes {link},iPad or iPhone App,Positive emotion,positive
2242,@mention check out @mention awesome dj skills on the iPad while u are at #SXSW,iPad,Positive emotion,positive
2243,"@mention Check out 2011 South by Southwest Interactive iPhone/iPad Must-have Apps, sites and tools by @mention {link} #SXSW",iPad or iPhone App,Positive emotion,positive
2244,"@mention Check out a bunch of #free #atx on the @mention Unofficial #SXSW events list, here or for iPhone/Android: {link}",,No emotion toward brand or product,neutral
2245,"@mention check out GoogleTV to iPad Apps: The Connected TV Experience
{link} #SXSW #ConnectedTV",,No emotion toward brand or product,neutral
2246,@mention check out our #eventseekr app launching at #sxsw keep updated on parties. Android: {link} iPhone app on its way,Android App,Positive emotion,positive
